county_city_key,totalvote16,REP16,DEM16,CON16,LIB16,hidden16,WGR16,IND16,SCATTERING16,totalvote12,REP12,DEM12,CON12,IND12,hidden12,SCATTERING12,scanner,voting_machine
TAYLOR___TOWN OF RIB LAKE,383,273,86,2,15,0,2,3,2,407,245,160,0,2,0,0,ES&S M100,ES&S iVotronic
TAYLOR___TOWN OF ROOSEVELT,173,118,47,1,6,0,1,0,0,178,81,94,0,2,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF TAFT,146,103,36,0,7,0,0,0,0,151,76,73,1,1,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF WESTBORO,370,286,70,2,6,0,2,2,2,398,227,168,0,2,0,0,ES&S M100,ES&S iVotronic
TAYLOR___VILLAGE OF GILMAN,183,112,61,1,5,0,3,0,1,189,86,97,0,5,0,0,None,ES&S iVotronic
TAYLOR___VILLAGE OF LUBLIN,53,39,13,0,1,0,0,0,0,55,28,27,0,0,0,0,None,ES&S iVotronic
TAYLOR___VILLAGE OF RIB LAKE,354,232,103,5,7,0,2,1,4,394,202,185,3,4,0,0,ES&S M100,ES&S iVotronic
TAYLOR___VILLAGE OF STETSONVILLE,246,163,70,2,8,0,2,1,0,238,128,108,1,1,0,0,None,ES&S iVotronic
TAYLOR___CITY OF MEDFORD,1992,1181,670,13,79,0,28,12,9,2029,1111,883,5,25,0,0,ES&S M100,ES&S iVotronic
TREMPEALEAU___TOWN OF ALBION,345,202,126,0,15,0,2,0,0,316,137,175,1,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF ARCADIA,915,573,318,6,11,0,4,0,3,842,409,423,0,10,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF BURNSIDE,205,120,76,1,6,0,1,0,1,228,93,133,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF CALEDONIA,502,287,187,2,13,0,8,3,2,506,236,262,3,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF CHIMNEY ROCK,149,84,63,0,1,0,1,0,0,131,57,74,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF DODGE,234,130,95,4,3,0,1,0,1,238,95,138,0,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF ETTRICK,681,333,313,3,15,0,12,0,5,695,275,412,1,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF GALE,949,547,354,6,31,0,8,3,0,926,437,479,3,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF HALE,578,328,226,4,19,0,0,0,1,535,235,297,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF LINCOLN,323,163,140,0,13,0,3,1,3,319,123,192,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF PIGEON,364,200,143,2,12,0,2,4,1,355,152,194,0,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF PRESTON,422,230,172,4,11,0,2,0,3,406,166,236,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF SUMNER,437,240,177,2,10,0,4,3,1,425,216,206,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF TREMPEALEAU,1014,548,421,5,26,0,11,1,2,989,480,498,2,9,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___TOWN OF UNITY,286,152,112,4,8,0,4,4,2,279,114,160,1,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___VILLAGE OF ELEVA,307,160,137,1,8,0,1,0,0,288,96,190,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___VILLAGE OF ETTRICK,265,136,116,0,8,0,4,0,1,247,98,146,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___VILLAGE OF PIGEON FALLS,190,87,89,3,8,0,0,0,3,190,78,110,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___VILLAGE OF STRUM,510,229,251,1,18,0,2,4,5,520,174,336,1,9,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___VILLAGE OF TREMPEALEAU,902,482,362,4,33,0,9,2,10,855,363,482,2,7,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___CITY OF ARCADIA,800,471,292,7,20,0,7,2,1,853,350,492,3,7,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
TREMPEALEAU___CITY OF BLAIR,513,241,241,4,16,0,6,2,3,499,178,312,1,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___CITY OF GALESVILLE,772,395,333,3,23,0,11,1,6,765,332,414,2,14,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___CITY OF INDEPENDENCE,462,254,177,3,15,0,8,3,2,500,207,286,0,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___CITY OF OSSEO,864,436,389,2,22,0,6,3,6,880,345,527,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU___CITY OF WHITEHALL,698,338,326,1,23,0,1,3,6,694,261,431,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF BERGEN,774,369,357,4,37,0,6,1,0,793,345,434,2,12,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF CHRISTIANA,503,282,200,5,13,0,2,1,0,490,226,260,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF CLINTON,244,127,104,0,8,0,2,1,2,245,117,121,0,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF COON,426,208,200,2,11,0,5,0,0,429,193,233,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF FOREST,251,140,98,4,3,0,5,0,1,267,126,132,1,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF FRANKLIN,554,325,197,6,17,0,9,0,0,538,285,232,7,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF GENOA,417,189,212,0,11,0,5,0,0,432,159,269,1,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF GREENWOOD,194,110,74,0,6,0,1,2,1,193,84,101,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF HAMBURG,537,258,233,9,29,0,5,0,3,556,250,298,0,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF HARMONY,329,173,138,1,10,0,5,2,0,349,153,190,2,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF HILLSBORO,344,221,106,7,4,0,5,1,0,360,176,174,0,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF JEFFERSON,606,325,245,2,21,0,11,2,0,578,247,316,3,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF KICKAPOO,268,132,121,1,5,0,8,0,1,281,111,163,0,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF LIBERTY,172,71,86,1,4,0,7,1,2,144,56,81,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF STARK,209,100,92,1,6,0,10,0,0,199,81,112,0,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF STERLING,306,196,89,2,9,0,6,1,3,313,162,138,1,12,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF UNION,235,120,92,5,9,0,8,0,1,224,97,118,2,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF VIROQUA,961,493,418,5,21,0,20,4,0,977,447,515,0,12,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF WEBSTER,339,133,172,2,12,0,14,1,5,348,120,211,0,15,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF WHEATLAND,330,179,130,4,13,0,1,0,3,307,127,177,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___TOWN OF WHITESTOWN,234,137,87,0,5,0,3,0,2,228,111,106,6,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___VILLAGE OF CHASEBURG,162,82,64,0,10,0,4,1,1,148,69,74,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___VILLAGE OF COON VALLEY,411,192,189,4,19,0,4,3,0,422,172,246,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___VILLAGE OF DE SOTO,125,68,50,0,4,0,0,0,3,114,50,64,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___VILLAGE OF GENOA,134,54,70,1,8,0,0,1,0,130,44,86,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___VILLAGE OF LA FARGE,334,164,145,2,7,0,14,2,0,332,108,217,0,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___VILLAGE OF ONTARIO,191,111,69,0,6,0,4,1,0,182,79,97,0,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___VILLAGE OF READSTOWN,172,98,64,1,3,0,5,1,0,189,62,122,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___VILLAGE OF STODDARD,428,204,198,0,10,0,8,6,2,428,155,271,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___VILLAGE OF VIOLA,99,57,39,0,2,0,1,0,0,112,57,53,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___CITY OF HILLSBORO,634,326,266,1,24,0,10,3,4,667,260,400,2,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
VERNON___CITY OF VIROQUA,2239,888,1187,9,47,0,90,7,11,2196,830,1326,6,34,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
VERNON___CITY OF WESTBY,1113,472,579,5,37,0,13,5,2,1098,383,707,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
VILAS___TOWN OF ARBOR VITAE,2056,1235,726,7,45,0,24,5,14,2094,1192,880,5,11,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF BOULDER JUNCTION,694,417,245,2,17,0,2,1,10,732,419,303,0,8,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF CLOVERLAND,728,473,209,2,19,0,10,5,10,720,428,279,2,9,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF CONOVER,853,544,275,2,17,0,7,4,4,818,473,338,0,7,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF LAC DU FLAMBEAU,1437,588,762,4,36,0,26,3,18,1588,518,1059,0,7,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF LAND O-LAKES,583,367,184,1,14,0,4,5,8,589,357,229,1,1,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF LINCOLN,1607,1026,484,4,61,0,14,5,13,1560,927,616,2,10,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF MANITOWISH WATERS,497,349,130,1,13,0,0,1,3,531,370,156,0,5,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF PHELPS,787,524,220,8,16,0,13,4,2,793,467,317,0,7,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF PLUM LAKE,377,234,117,3,13,0,3,1,6,387,218,164,0,4,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF PRESQUE ISLE,542,303,218,2,13,0,2,2,2,561,335,222,0,3,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF ST. GERMAIN,1313,850,420,1,19,0,5,2,16,1381,844,523,4,9,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF WASHINGTON,1036,625,373,2,20,0,2,2,12,1036,598,434,0,4,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___TOWN OF WINCHESTER,337,210,114,2,7,0,0,0,4,342,221,117,0,4,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS___CITY OF EAGLE RIVER,764,421,293,4,30,0,5,4,7,710,382,314,3,10,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF BLOOMFIELD,684,367,258,6,32,0,10,9,2,718,383,325,5,5,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF DARIEN,861,533,268,7,32,0,11,7,3,876,517,353,0,5,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF DELAVAN,2718,1568,971,17,95,0,21,19,27,2757,1583,1127,4,29,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF EAST TROY,2442,1677,629,10,72,0,16,15,23,2579,1807,744,3,22,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF GENEVA,2710,1586,938,6,92,0,37,20,31,2567,1523,1021,5,17,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF LAFAYETTE,1202,785,338,5,37,0,8,16,13,1230,793,426,2,9,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF LA GRANGE,1364,848,419,4,47,0,17,10,19,1432,925,483,2,15,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF LINN,1323,793,438,7,45,0,17,8,15,1313,821,481,0,11,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF LYONS,1883,1198,574,2,50,0,21,20,18,1980,1245,713,0,18,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF RICHMOND,1011,592,359,3,37,0,7,5,8,1044,548,485,2,7,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF SHARON,491,320,151,1,15,0,3,1,0,489,297,189,0,3,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF SPRING PRAIRIE,1355,954,319,5,41,0,11,18,7,1371,937,420,2,12,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF SUGAR CREEK,2194,1362,695,6,90,0,17,6,18,2236,1322,883,5,22,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF TROY,1507,987,434,11,44,0,13,10,8,1513,985,515,1,12,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF WALWORTH,900,616,229,4,28,0,12,6,5,943,640,291,1,8,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___TOWN OF WHITEWATER,861,464,335,1,42,0,9,2,8,921,514,392,1,11,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___VILLAGE OF BLOOMFIELD,1971,1283,550,8,71,0,33,8,18,1929,1043,844,10,30,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___VILLAGE OF DARIEN,672,371,250,5,26,0,15,3,2,689,328,355,0,6,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___VILLAGE OF EAST TROY,2434,1498,730,13,128,0,18,20,27,2439,1531,881,4,17,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___VILLAGE OF FONTANA,984,538,382,3,29,0,9,10,13,955,603,340,0,11,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___VILLAGE OF GENOA CITY,1277,758,400,6,74,0,22,4,13,1310,708,574,2,23,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___VILLAGE OF MUKWONAGO,99,59,35,0,5,0,0,0,0,63,39,24,0,0,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___VILLAGE OF SHARON,662,362,243,2,40,0,10,4,1,666,302,352,1,11,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___VILLAGE OF WALWORTH,1221,691,430,10,48,0,19,10,13,1244,727,498,0,17,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___VILLAGE OF WILLIAMS BAY,1491,810,568,4,64,0,18,8,19,1481,885,576,6,11,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___CITY OF BURLINGTON,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___CITY OF DELAVAN,3331,1556,1497,20,144,0,50,30,34,3573,1671,1842,11,44,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___CITY OF ELKHORN,4516,2446,1725,25,194,0,40,47,39,4635,2473,2116,4,31,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___CITY OF LAKE GENEVA,3522,1722,1554,12,126,0,49,21,38,3427,1667,1717,4,36,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH___CITY OF WHITEWATER,5704,2119,2990,19,368,0,99,30,79,5923,2189,3585,8,120,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHBURN___TOWN OF BARRONETT,222,129,83,0,7,0,2,0,1,223,111,107,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF BASHAW,599,384,190,3,14,0,4,0,4,593,344,246,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF BASS LAKE,306,214,80,0,4,0,4,4,0,298,167,125,0,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF BEAVER BROOK,425,251,146,3,18,0,2,2,3,427,224,193,1,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF BIRCHWOOD,403,284,108,3,5,0,0,2,1,364,231,127,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF BROOKLYN,166,101,56,0,8,0,1,0,0,166,79,81,1,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF CASEY,273,160,108,1,4,0,0,0,0,274,129,139,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF CHICOG,174,95,70,0,5,0,3,0,1,182,71,110,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF CRYSTAL,162,106,47,0,3,0,3,0,3,158,88,65,1,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF EVERGREEN,689,429,226,4,18,0,2,5,5,674,350,315,0,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF FROG CREEK,79,51,23,0,3,0,1,1,0,80,39,40,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF GULL LAKE,131,71,55,0,2,0,3,0,0,120,50,65,0,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF LONG LAKE,403,226,155,1,13,0,3,0,5,434,218,212,2,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF MADGE,354,189,156,0,5,0,3,0,1,345,158,187,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF MINONG,573,307,248,1,10,0,4,3,0,564,278,277,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF SARONA,233,162,63,2,4,0,0,1,1,219,133,83,1,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF SPOONER,447,264,159,0,19,0,1,0,4,456,246,202,0,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF SPRINGBROOK,260,160,82,1,8,0,6,1,2,250,137,107,0,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF STINNETT,116,80,32,0,1,0,1,0,2,125,75,49,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF STONE LAKE,292,185,88,1,13,0,2,0,3,291,166,121,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___TOWN OF TREGO,571,341,196,2,17,0,7,0,8,574,293,268,2,10,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___VILLAGE OF BIRCHWOOD,223,137,70,1,10,0,2,0,3,224,105,115,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___VILLAGE OF MINONG,218,133,78,1,3,0,3,0,0,247,95,149,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHBURN___CITY OF SPOONER,1129,614,443,3,43,0,11,15,0,1240,570,649,1,17,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
WASHBURN___CITY OF SHELL LAKE,745,363,320,2,35,0,7,6,12,759,342,415,1,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
WASHINGTON___TOWN OF ADDISON,2051,1548,400,8,70,0,16,9,0,2126,1604,504,3,14,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF BARTON,1716,1211,426,5,53,0,11,10,0,1736,1238,478,3,14,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF ERIN,2520,1795,584,18,77,0,14,32,0,2609,1916,654,24,11,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF FARMINGTON,2195,1655,465,6,37,0,22,10,0,2238,1679,533,6,17,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF GERMANTOWN,156,103,49,0,3,0,0,1,0,172,124,46,1,1,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF HARTFORD,2224,1624,498,4,77,0,11,10,0,2293,1693,588,3,8,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF JACKSON,2845,2125,573,14,96,0,18,19,0,2843,2239,579,1,22,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF KEWASKUM,702,526,145,4,24,0,3,0,0,702,508,189,2,3,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF POLK,2529,1890,531,12,70,0,16,10,0,2564,1948,601,8,7,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF TRENTON,2928,2127,679,10,87,0,13,12,0,3013,2220,770,3,16,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF WAYNE,1294,1001,241,2,33,0,4,13,0,1307,1028,266,1,10,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___TOWN OF WEST BEND,3022,2105,758,13,93,0,25,28,0,3112,2299,787,3,22,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___VILLAGE OF GERMANTOWN,12096,7473,3879,43,516,0,83,102,0,12383,8438,3839,6,86,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___VILLAGE OF JACKSON,3882,2635,1028,18,161,0,26,14,0,3929,2715,1172,9,30,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___VILLAGE OF KEWASKUM,2255,1573,559,16,74,0,19,14,0,2286,1573,682,2,21,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___VILLAGE OF NEWBURG,603,466,110,1,22,0,2,2,0,621,461,157,0,2,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___VILLAGE OF RICHFIELD,7649,5511,1817,18,222,0,27,54,0,7712,5778,1876,10,41,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___VILLAGE OF SLINGER,2899,1986,758,11,103,0,21,20,0,2905,2011,862,4,26,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___CITY OF HARTFORD,7153,4539,2177,32,274,0,61,70,0,7414,4731,2581,11,78,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON___CITY OF WEST BEND,16038,9847,5175,75,655,0,151,135,0,16777,10562,6002,22,166,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WAUKESHA___TOWN OF BROOKFIELD,3968,2267,1476,11,129,0,19,27,39,4140,2694,1420,3,17,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF DELAFIELD,5271,3398,1512,18,181,0,28,75,59,5483,4155,1294,3,29,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF EAGLE,2199,1496,564,14,77,0,15,12,21,2208,1617,576,1,13,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF GENESEE,4857,3206,1314,24,176,0,33,61,43,4994,3583,1365,6,30,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF LISBON,6543,4378,1755,15,228,0,41,63,63,6656,4782,1827,7,35,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF MERTON,5342,3776,1264,16,176,0,23,32,55,5543,4283,1215,2,32,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF MUKWONAGO,4871,3372,1207,14,184,0,24,32,38,4941,3647,1247,6,29,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF OCONOMOWOC,5667,3887,1483,13,164,0,37,30,53,5665,4082,1534,12,30,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF OTTAWA,2497,1647,689,7,91,0,15,18,30,2519,1771,722,5,16,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF VERNON,5005,3447,1298,12,152,0,29,30,37,5118,3650,1429,9,26,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___TOWN OF WAUKESHA,5541,3537,1656,21,197,0,28,48,54,5842,4088,1707,7,32,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___VILLAGE OF BIG BEND,764,540,180,3,33,0,2,1,5,798,545,239,1,8,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___VILLAGE OF BUTLER,961,560,323,6,51,0,7,6,8,1097,647,431,6,9,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___VILLAGE OF CHENEQUA,343,250,70,0,12,0,0,4,7,380,327,48,1,4,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___VILLAGE OF DOUSMAN,1305,852,371,2,51,0,9,11,9,1359,938,413,2,6,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___VILLAGE OF EAGLE,1132,812,240,8,45,0,8,8,11,1106,807,283,0,12,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___VILLAGE OF ELM GROVE,4277,2285,1706,11,153,0,22,34,66,4386,2968,1388,4,24,0,0,ES&S DS200,ES&S ExpressVote
WAUKESHA___VILLAGE OF HARTLAND,5294,3231,1676,24,236,0,36,48,43,5386,3666,1671,2,41,0,0,ES&S DS200,ES&S ExpressVote
